Jurisdicción,CUE Anexo,Nombre,Sector,Ámbito,Domicilio,CP,Código de área,Teléfono,Fecha alta,Cant. Alumnos,Asignación parcial ($),Asignación final ($),Promedio nota alumnos
Tucumán,900224300,ESC. DE NIVEL INICIAL MANANTIALES SUR,Estatal,Urbano,Calle S/N - Sector II Mza. 17 Bº Manantiales Sur  Manantiales Sur ,4105,0,0,19104,4915,0,0,6
San Juan,700017200,NOCTURNA PEDRO PASCUAL RAMIREZ,Estatal,Urbano,JORGE NEWBERY SUR 1851 RIVADAVIA B° RIVADAVIA,J5400,264,4340442/4307589,20952,1527,0,0,7
Santa Fe,820142800,JARDIN DE INFANTES NRO 133 EL HORNERO,Estatal,Urbano,EL HORNERO S/N CABIN 9 ,S2121,341,4956100,22862,4597,0,0,3
Buenos Aires,60535400,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 BATALLA DE SALTA,Estatal,Rural,CUARTEL X RUTA Nº41 S/N  LA FLORIDA,6720,2324,15-69-4714,24511,3671,0,0,8
Río Negro,620051700,ESCUELA PRIMARIA NRO.205 JUANA AZURDUY DE PADILLA,Estatal,Rural,SECCION CHACRAS   ,R8503,2920,15605640,23697,4807,0,0,5
Tucumán,900053300,ESC. DE LA PATRIA DR. MANUEL BELGRANO,Estatal,Urbano,LA RIOJA 650 SUR ,T4000,,0381-4247555,20221,2827,0,0,9
Buenos Aires,60279900,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 PATRICIO KEARMEY,Estatal,Rural,ACCESO GASTON CALVELO 124  ,2718,2477,49-6089,23564,3035,0,0,6
Buenos Aires,60046700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº23,Estatal,Urbano,ANDRES FERREYRA 1196  ,1706,11,4659-9371,24615,4805,0,0,9
Salta,660160501,ANEXO AULAS TALLERES MOVILES Nº1 INSTALACIONES DOMICILIARIAS,Estatal,Urbano,SAN LUIS 52 CENTRO ,A4400,387,4215642,27624,2138,0,0,4
Jujuy,380047500,ESCUELA NOCTURNA N 194,Estatal,Urbano,   ANTENA TELECOM,Y4634,1,1,34433,3640,0,0,6
Tucumán,900080400,ESC. MUNICIPAL MONS. GREGORIO DE JESUS DIAZ,Estatal,Urbano,FLORIDA 250 CENTRO ,T4109,381,4268157,22712,3573,0,0,5
Ciudad de Buenos Aires,20070601,JIN A DE 15 (ESC. PRIM. N°1 DE 15),Estatal,Urbano,AVDA. TRIUNVIRATO 5101 VILLA URQUIZA ,C1431,11,4521-0068,18229,2233,0,0,6
Entre Ríos,300015100,RAMON FEBRE 13,Estatal,Rural,RUTA PROVINCIAL 37  ARROYO HONDO,E3190,,,32745,4146,0,0,9
Ciudad de Buenos Aires,20040500,ESCUELA INTEGRAL INTERDISCIPLINARIA Nº 02 DE 02,Estatal,Urbano,JOSE ANTONIO CABRERA 4078 PALERMO ,C1186,11,4863-8126,28497,3336,0,0,7
Santiago del Estero,860223902,Agrupamiento 86048 y 86049 Esc. N° 44,Estatal,Rural,   ,,,,23775,3260,0,0,5
Santiago del Estero,860027600,ESCUELA Nº37 COMANDANTE MANUEL BESARES,Estatal,Rural,Camino de la Costa   VUELTA DE LA BARRANCA,G4200,,,24074,2795,0,0,5
Ciudad de Buenos Aires,20066800,INSTITUTO ROBERTO ARLT,Privado,Urbano,MURGUIONDO 4458 VILLA LUGANO ,C1439,11,4601-6305,19326,2600,0,0,4
Santiago del Estero,860119800,ESCUELA N° 814 PAULA ALBARRACIN DE SARMIENTO,Estatal,Urbano,AV.JESUS M.FERNANDEZ 329 centro JESUS M FERNANDEZ,G4322,,0385 4911377,23454,1753,0,0,4
La Rioja,460037000,ESC.N°318 CHACHO PEÑALOZA,Estatal,Rural,RUTA PCIAL.N°27 Y RUTA PCIAL.N°28   ,F8385,,,19010,4384,0,0,9
Santa Fe,820303710,C.E.P.A. NRO 179,Estatal,Urbano,HOUSSAY 1000 CENTENARIO ,S2630,3464,426080,20918,4334,0,0,6
San Juan,700067700,ESCUELA TÉCNICA DE CAPACITACIÓN LABORAL N°22,Estatal,Rural,RUTA PROVINCIAL 412 KM 135   ,J5403,264,4307880,25299,4177,0,0,4
San Luis,740059600,INSTITUTO SUPERIOR DE SEGURIDAD PUBLICA CNEL. JUAN P.PRINGLES,Estatal,Rural,AV. ACCESO AL MONUMENTO  LAS CHACRAS (JUANA JOSLAY) AVDA. ACCESO AL MONUMENTO,D5700,,02652-490141,21080,1612,0,0,7
Santa Fe,820154901,C.E.R. NRO 525 JUAN BAITISTA ALBERDI,Estatal,Rural,RUTA PROVINCIAL NRO 94    CAMPO UBAJO,S3575,3482,490965,27671,2816,0,0,9
Corrientes,180084000,ESCUELA Nº 75 DR. JUAN ESTEBAN MARTINEZ,Estatal,Urbano,CORRIENTES 209  ,W3440,0,0,25957,4512,0,0,9
Mendoza,500102200,ALBERTO GINO MARIO GRECO,Estatal,Rural,   LA VENCEDORA - ESTANCIA GRECO - A MINAS DE TALCO,M5561,1,02622-15583143,33816,2698,0,0,10
San Juan,700008701,ESCUELA NOCTURNA MINERO SANJUANINO ANEXO CARPINTERÍA,Estatal,Urbano,ANACLETO GIL S/N   ,J5431,264,4302108,24473,3630,0,0,7
Chubut,260031600,CIUDAD DE ROSARIO,Estatal,Rural,Víctoria Gutierrez   ,U9033,2945,497002,32846,1823,0,0,7
San Luis,740010400,ESC. N°172 MISIONES,Estatal,Urbano,AV. LAFINUR 595  ,D5700,266,4420960,25471,2580,0,0,5
Santiago del Estero,860204500,ESCUELA ESPECIAL WEISBURG,Estatal,Rural,San Martin  Centro ,G4200,,,32857,2948,0,0,10
Río Negro,620079800,CENTRO DE EDUCACION MEDIA NRO.104,Estatal,Urbano,BESCHTEDT 850 SARA MARIA FURMAN CEM 105 CEM 132,R8400,,02944 422328,32525,4556,0,0,6
La Pampa,420060700,Colegio Secundario Edgar Morisoli,Estatal,Urbano,Bertera 1940 Plan 5000 ,L6300,2954,563143,29008,4428,0,0,6
Tucumán,900207900,ESC. DE NIVEL INICIAL Nº 248 JUAN L. NOUGUES,Estatal,Urbano,LARREA 3006  ,T4000,381,4368745,29195,4234,0,0,8
Misiones,540023300,ESC. Nº 563: JACOBO LENUZZA,Estatal,Urbano,CAMINO VECINAL Nº15   CAMINO VECINAL N°15 o RUTA PROV.Nº230-PJE. CERRO MONJE,N3357,3754,15660095,23272,4696,0,0,7
Río Negro,620037300,ESCUELA PRIMARIA NRO.169 18 DE DICIEMBRE,Estatal,Urbano,PALACIOS 298 NORTE ,R8332,298,4422471,22965,3749,0,0,7
Tucumán,900098300,ESC. N° 302 PEDRO ALURRALDE,Estatal,Rural,   RAMOS,T4242,0,381156000000,20408,4925,0,0,9
Misiones,540125400,ESC. Nº 829,Estatal,Urbano,MIRANDA   PASO DEL SALTO MIRANDA Y CAPIOVI - KM 8,N3380,3751,15558515,29529,4316,0,0,10
Salta,660088400,VIRGEN DE LA MONTAÑA EX N° 606,Estatal,Rural,RUTA PROVINCIAL Nº13 KM 1  ESTACION LOS BAÑOS ,A4193,3876,15413061,23330,3483,0,0,5
Santa Fe,820298800,ESCUELA NRO 497 CAYETANO ALBERTO SILVA,Estatal,Urbano,PELLEGRINI 71 CENTRO ,S2600,3462,421330,20101,4995,0,0,5
Santa Fe,820459900,PLANTA CAMPAMENTIL NRO 7507,Estatal,Urbano,   PARAJE LA MARAVITA,S2309,3493,15448361,28611,4487,0,0,8
Buenos Aires,60266600,INSTITUTO BARRIO MARINA,Privado,Urbano,DOMIN. PALMERO E/I. DE PARDO Y PIOVANO 3878  ,1712,11,4692-0028,32595,3034,0,0,3
Buenos Aires,60520400,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 JOSÉ INGENIEROS,Estatal,Urbano,J.B.JUSTO Y GRANADEROS A.CABALLO S/N  ,1665,2320,44-5938,28416,1719,0,0,9
Ciudad de Buenos Aires,20077400,REPUBLICA DEL PERU,Estatal,Urbano,AVDA. GAONA 4763 FLORESTA ,C1407,11,4671-1135/4672-3823,18702,2390,0,0,6
Santa Fe,820061901,GRADO RADIAL N I - I.S.P.I.NRO 9246 ALEXANDER FLEMING,Privado,Urbano,SUIPACHA 888  GRADO RADIAL NRO I- I.S.P.I.NRO 9246 ALEXANDER FLEMING,S2000,341,4306030,32868,4100,0,0,6
Chaco,220039000,JARDIN DE INFANTES Nº 25 CLOTILDE GUILLEN DE REZZANO,Estatal,Urbano,CALLE 329 ENTRE 312 Y 314  OBRERO Bº OBRERO,H3700,3644,406811,18485,4280,0,0,8
Santa Fe,820414300,ESCUELA NRO 1378,Estatal,Urbano,CORTADA S/N SAN CAYETANO ,S3050,3483,477048,20936,3859,0,0,8
Ciudad de Buenos Aires,20019000,COLEGIO SAN FRANCISCO JAVIER,Privado,Urbano,JOSE ANTONIO CABRERA 5901 PALERMO ,C1414,11,4777-5011/12/13,32771,1736,0,0,5
Formosa,340098204,JIN N° 39 - EPEP Nº 459 ANEXO 1,Estatal,Rural,   PARAJE ALTO ALEGRE,P3620,,,25278,3162,0,0,7
Misiones,540174300,ESC. ESPECIAL Nº 55 VIRGEN DE FÁTIMA,Estatal,Urbano,BARRIO FATIMA A-3-1 MZ95  BARRIO FATIMA A-3-1 MZ95 HOSPITAL DE FÁTIMA,3304,376,154883512,21689,2536,0,0,4
Misiones,540197907,NENI Nº 85 (Ext. ESC. Nº 641),Estatal,Rural,Ruta Prov. Nº 219   Paraje Torta Quemada,3379,3755,412574,29810,4854,0,0,3
Santa Fe,820147400,ESCUELA NRO 6150 JUAN BAUTISTA CABRAL,Estatal,Rural,SAN MARTIN 508  ,S2106,3460,491016,20792,1625,0,0,8
Buenos Aires,60456900,INSTITUTO JUAN PABLO II,Privado,Urbano,MONTEVIDEO Y THOMPSON 1531  ,1768,11,4655-1800,24686,4479,0,0,10
Salta,660151400,COLEGIO SECUNDARIO PLURICURSO CON ITINERANCIA,Estatal,Rural,MISION LA PAZ-ESTAF.STA VICTORIA ESTE   ,A4561,sn,sn,31981,2419,0,0,10
Entre Ríos,300064400,DON SEGUNDO SOMBRA 24,Estatal,Rural,   DISTRITO TACUARAS,E3190,,,22499,4673,0,0,5
Misiones,540039400,ESC. Nº 342,Estatal,Urbano,RUTA 224 ENTRE RUTA NAC. Nº 14 Y RUTA PROV.Nº17   PARAJE SANTA ROSA-3 KM RUTA NAC. 14 o 13 KM DE RUTA PROV. 17,N3352,3751,15604390,31218,4575,0,0,3
Santa Fe,820257400,ESCUELA NRO 6323 PABLO PIZZURNO,Estatal,Rural,   COLONIA EL INCA,S3060,3491,474542,26172,3205,0,0,9
Santiago del Estero,860104100,ESCUELA N° 454 LUIS S. MANZIONE,Estatal,Rural,SUNCHO POZO ALTO   SUNCHO POZO ALTO,G3760,,,21653,4814,0,0,4
Formosa,340115700,ESCUELA PRIVADA DE NIVEL SECUNDARIA MARIA MADRE,Privado,Urbano,HNA.CLOTA CHARPENTIER  ALBERDI ,3600,370,4523212,34802,4223,0,0,8
Misiones,540036500,ESC. Nº 330: PIONEROS DE MISIONES.,Estatal,Urbano,RUTA 8- KM 10 -LOTE 132 A 12KM DE R 14   RUTA PROV.N°8 -KM 10- LOTE 132 A 12 KM DE R. 14,N3362,3755,15503600,30689,1896,0,0,6
Buenos Aires,60021701,ANEXO ESCUELA ESPECIAL Nº501,Estatal,Rural,BUENOS AIRES S/N  ,6053,2356,42-1196,23322,4562,0,0,3
Mendoza,500109500,MANUEL IGNACIO MOLINA,Estatal,Urbano,JUAN AGUSTIN MAZA 37  MAZA Y SAN LORENZO - PLANTA ALTA,M5600,260,4421517,27117,3726,0,0,10
Córdoba,140035201,J.DE INF. NICOLAS AVELLANEDA - ANEXO BAÑADO DE SOTO,Estatal,Rural,CALLE PUBLICA   BAÑADO DE SOTO,X5284,3549,480406,30866,3983,0,0,10
Tucumán,900177504,C.E.B.A. N° 1-153,Estatal,Rural,AV. PTE. PERON 400 ACACIAS ESCUELA SALOBREÑA,T4106,381,4574756,34482,4954,0,0,10
Jujuy,380050500,ESCUELA NOCTURNA PARA JOVENES Y ADULTOS N 403,Estatal,Urbano,TEODORO SANCHEZ DE BUSTAMANTE  CENTRO ,Y4518,,,30070,2303,0,0,8
Tucumán,900215200,COORDINACIÓN CENTRAL INTEGRACIÓN ESCOLAR,Estatal,Urbano,CORRIENTES 459 NORTE ,4000,381,0,27004,2772,0,0,10
"Santa Fe,820458901,NUCLEO I - JARDIN DE INFANTES NRO 336,Estatal,Urbano,CALLE PÚBLICA NRO 6 - 1;6 KM   ,S2300,3492,15318369,33697,4845,0,0,9"
Tucumán,900220800,ESC. ESPECIAL N° 395 - ELSA RUGGERI DE FABIO,Estatal,Urbano,ECUADOR 3800  ,4000,,,32299,2508,0,0,6
Corrientes,180041700,ESCUELA TECNICA BRIGADIER GRAL. PEDRO FERRE,Estatal,Urbano,CNEL. PRINGLES S/N  BAÑADO NORTE ,W3400,3794,501034,33245,3216,0,0,3
Catamarca,100010200,ESCUELA N° 256,Estatal,Rural,   SANTA ROSA,K5264,,,33355,4341,0,0,3
La Rioja,460041301,J.I.N. N°5 EXTENSION 01,Estatal,Rural,VILLA CASANA   ,F5470,,,28858,4301,0,0,3
Entre Ríos,300103400,RIO GUALEGUAY 62,Estatal,Rural,   RINCON DEL CHAÑAR,E3180,0,0,19684,4154,0,0,9
Buenos Aires,60366900,JARDÍN DE INFANTES Nº926,Estatal,Urbano,149 E/ AV. EVA PERON Y SABIN 3115  ,1884,11,4258-4307,29306,4520,0,0,3
Tucumán,900017000,INST. SAN VICENTE DE PAUL,Privado,Urbano,URQUIZA 251 Alderetes-centro PARROQUIA SAGRADA FAMILIA,T4178,,-4940647,20543,3698,0,0,9
Buenos Aires,60306100,JARDÍN DE INFANTES Nº933 MARTÍN FIERRO,Estatal,Urbano,26 E/ 452 Y 453 S/N  ,1896,221,480-3197,22349,2851,0,0,8
Chaco,220042902,JARDIN DE INFANTES Nº 104 SANTIAGO ALLENDE,Estatal,Rural,   LOTE 11-ZONA RURAL(FUNCIONA EEP Nº 997),H3701,373,2587474,23774,3909,0,0,8
San Luis,740052100,ESC. N°148 PROVINCIA DE CHUBUT,Estatal,Urbano,JORGE NEWBERY EXTREMO ESTE S/N  EXTREMO ESTE,D5730,266,4452000,33842,2581,0,0,7
San Luis,740059700,ESCUELA N° 443 ISLAS MALVINAS,Estatal,Urbano,RUTA 146 KM7   SERVICIO PENITENCIARIO,D5700,266,4423614,31234,2617,0,0,7
Misiones,540188400,NENI Nº 70,Estatal,Urbano, 8 de Septiembre 985  ESCUELA Nº 319,3364,3755,15412730,25416,3522,0,0,9
Salta,660153500,COLEGIO SECUNDARIO PLURICURSO SIN ITINERANCIA,Estatal,Rural,CALLE S/N  CENTRO FRENTE A LA PLAZA,A4190,3876,15570553/421530,29227,1928,0,0,4
Buenos Aires,60244100,ESCUELA EJERCITO DE LOS ANDES,Privado,Urbano,AV. SANTA FE E/ BOEDO Y PORTELA 287  ,1832,11,4282-0474,22038,4161,0,0,4
Córdoba,140088801,J.DE INF. MODELO- ANEXO LAS ALBAHACAS.,Estatal,Rural,CALLE 11 S/N   LAS ALBAHACAS,X5800,358,4672147,33365,3951,0,0,10
Jujuy,380094214,ESCUELA SECUNDARIA RURAL N 2 - LA ALMONA,Estatal,Rural,   ,,1,1,32860,1665,0,0,6
Santiago del Estero,860052400,ESCUELA N° 340 Escuela Infantil,Estatal,Rural,EL ARBOL   EL ARBOL,G5250,,,20764,4474,0,0,4
Santiago del Estero,860063400,ESCUELA Nº206 PROVINCIA DE MISIONES,Estatal,Rural,EL AYUDANTE   EL AYUDANTE,G5253,,,28086,4643,0,0,8
Buenos Aires,60179500,ESCUELA DE EDUCACIÓN PRIMARIA Nº22 ALMIRANTE BROWN,Estatal,Rural,ZONA RURAL s/n  OMBU,7545,2926,43-2260,18329,3344,0,0,8
Catamarca,100072803,JIN N°17 - ANEXO 03 EN ESCUELA N°307,Estatal,Rural,   FAMATANCA,K4139,0,0,28706,3035,0,0,8
Santa Fe,820392401,CENTRO DE ALFABETIZACION NRO 90,Estatal,Urbano,AVENIDA PEÑALOZA  9500  ,S3000,,,23999,2185,0,0,5
"Misiones,540122700,ESC. Nº 814,Estatal,Urbano,PARAJE LA CORDILLERA   LIMITE A. DEL VALLE; DOS DE MAYO Y EL ALCAZAR,N3364,3755,696510/496367,32774,2775,0,0,4"
Santiago del Estero,860058500,ESCUELA Nº507 BERTA VICENTE,Estatal,Rural,MEDELLIN   MEDELLIN,G4313,,,23968,4453,0,0,5
Misiones,540077802,Aula Sat. Nº 02: ESC. Nº 642,Estatal,Urbano,Pje. 500 Hectáreas   Pje. 500 Hectáreas,N3385,3757,15444934,32130,2578,0,0,6
Tucumán,900039300,ESC. DR. ELISEO CANTON,Estatal,Urbano,BELGRANO 550 VILLA NUEVA ,T4128,381,4812681,34815,4659,0,0,9
La Rioja,460028600,ESC.N°348,Estatal,Rural,POZO REDONDO   ,F5380,,,34760,4111,0,0,3
Entre Ríos,300115400,ESCUELA SECUNDARIA 3 ATILIO SANTOS PASCUAL SCHIAVONI,Estatal,Urbano,ALMIRANTE BROWN Y MITRE  VILLA 3 DE FEBRERO ,E3150,3435,422980,26966,4670,0,0,6
Río Negro,620109000,JARDIN DE INFANTES INDEPENDIENTE NRO.120,Estatal,Urbano,MENGUELLE  1550  ,8424,299,4783663,20932,2739,0,0,3
Formosa,340034600,EPEP Nº226 CRUZ ROJA ARGENTINA,Estatal,Rural,   CAMPO HARDY,P3603,1,1,30037,2981,0,0,6
Formosa,340050400,E.P.E.P. Nº230 PATRICIAS MENDOCINAS,Estatal,Rural,   LA PRIMAVERA,P3613,3718,457695,31703,1859,0,0,8
"Misiones,540008300,ESC. ESPECIAL CARCELARIA Nº 25 (UP5),Estatal,Urbano,UNIDAD PENAL V BºSEQUISCENTENARIO  Sequiscentenario; M. LANÚS UNIDAD PENAL V BºSEQUISCENTENARIO- M. LANÚS-RUTA 12  KM.7,N3300,3764,630100/562301,30533,2585,0,0,4"
Tucumán,900183800,INST. MARIANO MORENO,Privado,Urbano,GENERAL PAZ 184 SUR ,T4000,,(0381) 4248417,28769,1847,0,0,3
Ciudad de Buenos Aires,20123100,ESC. DE COM. Nº 30 DR. ESTEBAN A. GASCON DE 18,Estatal,Urbano,SAN BLAS 5387 VILLA LURO ,C1407,11,4567-0219,25358,4260,0,0,9
Tucumán,900186500,INST. MODELO TECNICO MECANICO DENTAL,Privado,Urbano,San Lorenzo 1073 Sur ,T4000,,4305346,21027,3720,0,0,6
Buenos Aires,60200300,JARDÍN DE INFANTES Nº905,Estatal,Urbano,13 E/40 BIS Y 42 585  ,6605,2272,42-0269,25948,1793,0,0,9
La Rioja,460037300,J.I.N. N°3,Estatal,Urbano,JUAN FACUNDO QUIROGA S/N° JARDIN ,F5473,,03821-491836,23688,2907,0,0,6
Santa Fe,820176905,GRADO RADIAL NRO V - ESCUELA NOCTURNA NRO 72,Estatal,Urbano,SUPERI 1220 UNION ,S2000,341,4726555,33971,1776,0,0,8
San Juan,700107600,CENTRO EDUCATIVO DE NIVEL SECUNDARIO DE ADULTOS (C.E.N.S.) LA MAJADITA,Estatal,Rural,RUTA 523   ,,264,4302023,28654,3800,0,0,5
Santiago del Estero,860037400,ESCUELA Nº 186 REPUBLICA DE NICARAGUA,Estatal,Urbano,PJE POZO DE LA PUERTA   POZO DE LA PUERTA,G4230,,,24505,1765,0,0,7
Neuquén,580042800,ESCUELA PRIMARIA 307,Estatal,Urbano,FERNANDEZ ALBERTO DIPUTADO 1261 RUCA HUENEY BARRIO MUNICIPAL,8340,2942,421521,23423,2034,0,0,8
Santa Fe,820010000,ESCUELA PART. INC. NRO 1110 NUESTRA SEÑORA DE LOS ANGELES,Privado,Urbano,25 DE MAYO 150 CENTRO ,S2185,3467,461014,33718,3902,0,0,3
Corrientes,180041500,ESCUELA Nº 5 ESPAÑA,Estatal,Urbano,SANTIAGO DEL ESTERO 512 BO.BAÑADO NORTE ,W3400,379,4843867,24893,2040,0,0,9
Entre Ríos,300110300,ARAOZ DE LAMADRID 3,Estatal,Rural,  CALLE VECINAL COLONIA ALEMANA,E3228,,,26511,2298,0,0,8
Santiago del Estero,860127000,ESCUELA Nº719 BLAS PARERA,Estatal,Urbano,JOSE BENJAMIN AVALOS 4302 ALMIRANTE BROWN JOSE BENJAMIN AVALOS,G4200,,,27039,4223,0,0,5
Salta,660030900,DOCTOR MARIANO BOEDO EX N° 129,Estatal,Urbano,SARMIENTO 490  Lat. a la Parroquia,A4421,387,4906044,31706,3924,0,0,8
Santiago del Estero,860189700,Escuela Inicial y Primaria David Mc. Taggart,Privado,Urbano,VIANO 175 8 DE ABRIL ,G4200,385,4010311 4240227,29553,4080,0,0,4
Santa Fe,820267600,E.E.S. ORIENTADA PART. INC. NRO 8038 MARÍA BICECCI,Privado,Urbano,BUENOS AIRES 1290  ,S2000,341,4489656,19426,4792,0,0,6
Buenos Aires,60144200,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 GENERAL JOSÉ DE SAN MARTIN,Estatal,Urbano,VIEYTES (E/MITRE Y BELGRANO) 105  ,2741,2474,42-5314,33298,4192,0,0,5
Ciudad de Buenos Aires,20111000,SAN JUAN BAUTISTA DE LA SALLE,Estatal,Urbano,CORRALES 3450 VILLA SOLDATI ,C1437,11,4918-1388,25174,2384,0,0,3
Entre Ríos,300052300,ESCUELA SECUNDARIA 8 MARIA AMERICA BARBOSA,Estatal,Urbano,URQUIZA 2229  ,E2820,3446,429037,20598,4915,0,0,9
Santa Fe,820128600,E.E.S. ORIENTADA NRO 316 JOSE MANUEL ESTRADA,Estatal,Rural,RADIO URBANO   ZONA RURAL- EL TAJAMAR DIST.5,S3565,3482,490577,24823,4153,0,0,4
San Luis,740034800,COLEGIO SAGRADO CORAZON,Privado,Urbano,AVENIDA MITRE 1222 ESTACION ,D5730,,02657-421183,33565,3095,0,0,9
Salta,660003500,INSTITUTO JEAN PIAGET EX N° 43 BIS,Privado,Urbano,JUAN BAUTISTA ALBERDI 627 CENTRO FUNCIONA EN LAS DOS DIRECCIONES,A4400,387,4223592/4232242,31537,1944,0,0,6
Misiones,540180500,INST. SUP. CULTURAL LATINOAMERICANO,Privado,Urbano,Av. Homero Jauregui  Centro Esq. Colón,3385,3757,430977/497625,23965,1777,0,0,3
Formosa,340003000,ESC.ESP.N° 4 HOSPITALARIA DON J.B.CACERES,Estatal,Urbano,AYACUCHO Y JULIO A ROCA  DON BOSCO AYACUCHO Y JULIO A. ROCA,P3600,370,4685796,20290,3517,0,0,9
Jujuy,380085900,JARDIN INDEPENDIENTE N 3,Estatal,Urbano,SUB OFICIAL MATE DE LUNA  1486 ALTO COMEDERO ,Y4600,388,4056857,30221,4218,0,0,6
Santa Fe,820424800,JARDIN DE INFANTES NRO 291 PASO VINAL,Estatal,Urbano,SIMON DE IRIONDO 6751 LA ORILLA ,S3080,3496,437210,20280,3392,0,0,6
Buenos Aires,60301900,ESCUELA DE EDUCACIÓN PRIMARIA Nº68 VICE ALMIRANTE MARCOS ANTONIO ZAR,Estatal,Urbano,CRUCERO BELGRANO S/N  ,8107,291,482-1164,21429,3728,0,0,4
Jujuy,380048400,ESCUELA N 115 AMERO LUIS RUSCONI,Estatal,Rural,   ,Y4636,1,1,19350,4461,0,0,5
Misiones,540166100,E.P.E.T. Nº 50 (EX B.O.P. Nº 70),Estatal,Urbano,RUTA NACIONAL Nº 14 KM 820   EX SAT Nº 1 B.O.L.P. Nº 4 (ESC. Nº 100),N3313,3754,423639,32335,4631,0,0,5
Santa Fe,820142500,ESCUELA NRO 6402 BLAS PARERA,Estatal,Urbano,SAN MARTIN 419  ,S2447,3492,470246,25710,4629,0,0,7
Corrientes,180046700,ESCUELA Nº 805,Estatal,Rural,  VIRGEN DE ITATI PJE. SANTA TERESITA,W3421,0,0,27231,4624,0,0,9
Santa Fe,820303600,ESCUELA PART. INC. NRO 1346 MICHELANGELO BUONARROTI,Privado,Urbano,BUENOS AIRES 1725 SAN CARLOS ,S2170,3464,420594/428333,18780,4878,0,0,3
Buenos Aires,60193700,JARDÍN DE INFANTES Nº928 REPUBLICA ARGENTINA,Estatal,Urbano,MAURE 4562  ,1825,11,4246-2897,21190,2147,0,0,10
La Rioja,460052801,COLEGIO SECUNDARIO PROVINCIAL ALBERTO BREYER (ESC.N°040),Privado,Rural,AMANA   ,,,,33052,2257,0,0,6
Salta,660102300,MARTIN MIGUEL DE GUEMES EX N° 649,Estatal,Rural,RUTA PROVINCIAL Nª 11 FINCA SAN ROQUE   ,A4432,387,155012685,19937,4975,0,0,7
Misiones,540138600,ESC. Nº 881 (Ex Aula Sat. ESC. Nº 380),Estatal,Urbano,  SANTISIMA TRINIDAD BARRIO SANTISIMA TRINIDAD,N3356,3755,15502593,28150,4859,0,0,10
Catamarca,100015900,ESCUELA N° 468,Estatal,Rural,   AMPUJACO,K4750,,,19183,2187,0,0,8
Corrientes,180086800,COLEGIO SAN GABRIEL I.P.16,Privado,Urbano,RIVADAVIA 218  entre las calles Vicente Mendieta y Colón,W3220,3775,422539,20879,2550,0,0,3
Santiago del Estero,860095000,ESCUELA Nº678 GIL PERALTA,Estatal,Rural,BELGRANO N°66   COLOMBIA MONTE QUEMADO.-,G3714,,,27732,3389,0,0,3
Buenos Aires,60183800,JARDÍN DE INFANTES Nº905 MERCEDITAS DE SAN MARTIN,Estatal,Urbano,ENTRE RIOS Y URQUIZA S/N  ,2907,3461,49-2371,27654,2699,0,0,3
Santa Fe,820208604,GRADO RADIAL II-ESCUELA NOCTURNA NRO 49,Estatal,Urbano,RIO NEGRO 2481 SAN GENARO ,S3060,,,28273,4648,0,0,5
Chubut,260061400,SAN JOSÉ OBRERO,Social/cooperativa,Urbano,Pensamientos 836 San Martín Comparte edificio con Escuela de Formación Profesional Nº 1650,U9000,297,4462314,19462,3083,0,0,5
San Luis,740007500,ESC. N° 250 TOMAS ESPORA,Estatal,Urbano,9 DE JULIO 384 CENTRO NASCHEL,D5759,266,491061,18511,4015,0,0,9
Santiago del Estero,860039300,ESCUELA N° 1069  J/439,Estatal,Rural,   RINCON DE ESPERANZA,G2354,,,18690,4771,0,0,5
Buenos Aires,60301800,JARDÍN DE INFANTES Nº911 FRAY MAMERTO ESQUIU,Estatal,Urbano,RIVADAVIA 1165  ,6720,2325,15658030,20924,2032,0,0,9
Jujuy,380074900,ESCUELA N 454,Estatal,Rural,   RUTA PROVINCIAL N 52,Y4641,0,0,18349,4411,0,0,5
Chubut,260070211,UEM-ES N° 208 SIERRA COLORADA,Estatal,Urbano,Lote N°19-SectorJ   ,,2945,478318,29329,2927,0,0,10
Buenos Aires,60507300,JARDÍN DE INFANTES Nº911 EL NEGRITO FALUCHO,Estatal,Urbano,CASTELLI (E/ MONTEAGUDO Y PAUNERO) 556  ,6620,2346,42-8285,24027,3849,0,0,5
Buenos Aires,60236300,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 MARIANO MORENO,Estatal,Rural,4 S/N  ,7243,2227,15-61-0254,27415,2401,0,0,8
Buenos Aires,60406800,JARDÍN DE INFANTES Nº924 BENITO QUINQUELA MARTIN,Estatal,Urbano,URUGUAY 659  ,1644,11,4745-8574,29575,2827,0,0,3
La Rioja,460031700,I.S.F.T. DE NONOGASTA,Estatal,Urbano,JOAQUIN V.GONZALEZ S/N° EL PUEBLO ,F5372,,03825-499242,21389,1517,0,0,10
Buenos Aires,60503800,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 NUESTRA SEÑORA STELLA MARIS,Estatal,Rural,ZONA RURAL   IGARZABAL,8142,2920,322977,27997,2784,0,0,8
